ID1,ID2,Num_Mums,Total_mums_length
67,228,344,13405
67,229,344,13454
67,230,342,13411
67,231,339,14915
67,237,329,14091
67,238,308,14168
67,239,314,14298
67,240,308,14182
67,241,347,13452
67,242,344,13455
67,243,299,13160
67,244,303,13504
67,245,306,13592
67,246,736,31003
67,247,468,17045
67,248,462,16978
67,249,476,17149
69,200,1728,77550
69,201,1711,77174
69,202,1725,77440
69,203,1722,77292
69,204,1724,76955
69,205,1718,77195
69,207,1734,77708
69,208,1734,77565
69,209,1715,77037
69,210,1728,77673
69,211,1717,77243
69,212,1728,77586
69,213,1723,77403
69,214,1718,77198
69,215,1729,77557
69,216,1719,77235
69,217,1708,76926
69,218,1734,77623
69,219,1724,77367
69,220,1733,77495
69,221,1720,77253
69,222,1720,77383
69,223,1720,77266
69,224,1538,67050
69,227,1494,61491
69,228,868,32578
69,229,868,32605
69,230,866,32539
69,231,642,154035
69,237,1643,70885
69,238,1452,56210
69,239,1467,56734
69,240,1454,56283
69,241,870,32523
69,242,862,32437
69,243,1412,60058
69,244,1582,66344
69,245,1584,66430
69,246,620,22582
69,247,943,39085
69,248,934,38795
69,249,950,39194
74,200,1777,78699
74,201,1753,78179
74,202,1781,78784
74,203,1775,78476
74,204,1762,77914
74,205,1766,78330
74,207,1757,78344
74,208,1771,78514
74,209,1763,78290
74,210,1765,78562
74,211,1765,78371
74,212,1778,78766
74,213,1775,78532
74,214,1767,78360
74,215,1777,78717
74,216,1773,78458
74,217,1761,78149
74,218,1762,78231
74,219,1776,78484
74,220,1763,78377
74,221,1759,78213
74,222,1770,78655
74,223,1779,78524
74,224,1554,68045
74,227,1447,60130
74,228,968,36979
74,229,970,37029
74,230,967,36965
74,231,1796,80652
74,237,1639,69995
74,238,1618,67409
74,239,1623,67797
74,240,1631,67614
74,241,971,36945
74,242,960,36785
74,243,1317,53280
74,244,1463,58012
74,245,1452,57936
74,246,652,23811
74,247,958,39368
74,248,947,39070
74,249,960,39397
76,200,202,6391
76,201,201,6376
76,202,202,6396
76,203,202,6393
76,204,200,6330
76,205,201,6348
76,207,202,6401
76,208,203,6415
76,209,202,6397
76,210,206,6473
76,211,203,6417
76,212,202,6391
76,213,203,6411
76,214,203,6417
76,215,202,6391
76,216,202,6393
76,217,204,6435
76,218,207,6505
76,219,202,6393
76,220,200,6331
76,221,201,6378
76,222,202,6391
76,223,204,6439
76,224,185,5642
76,227,180,5643
76,228,225,6843
76,229,225,6848
76,230,222,6768
76,231,198,6248
76,237,194,6057
76,238,188,5983
76,239,188,5984
76,240,190,6029
76,241,226,6833
76,242,224,6793
76,243,157,5112
76,244,183,5791
76,245,183,5793
76,246,307,9741
76,247,260,7710
76,248,263,7794
76,249,258,7688
77,200,1549,65921
77,201,1547,65995
77,202,1554,65968
77,203,1545,65759
77,204,1537,65412
77,205,1554,66065
77,207,1544,65823
77,208,1552,65930
77,209,1547,65759
77,210,1543,65977
77,211,1556,66126
77,212,1548,65928
77,213,1542,65805
77,214,1549,65835
77,215,1550,65962
77,216,1540,65641
77,217,1547,65941
77,218,1542,65800
77,219,1543,65742
77,220,1550,66008
77,221,1546,65864
77,222,1557,66111
77,223,1546,65768
77,224,1447,58133
77,227,1260,50468
77,228,946,36332
77,229,945,36274
77,230,942,36219
77,231,1626,66781
77,237,1480,59459
77,238,1591,66265
77,239,1591,66487
77,240,1591,66375
77,241,952,36352
77,242,936,36005
77,243,1171,46457
77,244,1283,49566
77,245,1288,49697
77,246,635,23667
77,247,848,34250
77,248,827,33803
77,249,852,34302
78,200,1775,80452
78,201,1767,80340
78,202,1777,80531
78,203,1769,80235
78,204,1767,79794
78,205,1756,80008
78,207,1769,80481
78,208,1776,80427
78,209,1763,80067
78,210,1769,80577
78,211,1760,80131
78,212,1774,80450
78,213,1770,80275
78,214,1764,80194
78,215,1773,80396
78,216,1769,80225
78,217,1754,79819
78,218,1762,80192
78,219,1770,80286
78,220,1773,80320
78,221,1762,80134
78,222,1771,80387
78,223,1775,80343
78,224,1623,69866
78,227,1532,63213
78,228,880,33347
78,229,882,33431
78,230,881,33401
78,231,1845,95204
78,237,1689,72993
78,238,1527,58915
78,239,1540,59384
78,240,1522,58828
78,241,884,33378
78,242,881,33344
78,243,1416,60371
78,244,1567,66749
78,245,1563,66865
78,246,613,22546
78,247,963,40106
78,248,951,39792
78,249,971,40263
79,200,1771,80278
79,201,1766,80222
79,202,1772,80313
79,203,1769,80122
79,204,1764,79630
79,205,1753,79851
79,207,1765,80296
79,208,1772,80247
79,209,1761,79931
79,210,1764,80370
79,211,1757,79944
79,212,1770,80256
79,213,1766,80098
79,214,1762,80058
79,215,1769,80202
79,216,1767,80090
79,217,1754,79716
79,218,1760,80048
79,219,1770,80173
79,220,1771,80186
79,221,1761,80011
79,222,1768,80214
79,223,1770,80129
79,224,1605,69404
79,227,1532,63120
79,228,875,33194
79,229,877,33278
79,230,875,33228
79,231,1847,94957
79,237,1687,72920
79,238,1522,58638
79,239,1542,59250
79,240,1519,58582
79,241,878,33208
79,242,874,33156
79,243,1413,60162
79,244,1571,66687
79,245,1567,66791
79,246,612,22505
79,247,959,39977
79,248,951,39745
79,249,966,40116
80,200,1780,80343
80,201,1773,80196
80,202,1785,80402
80,203,1779,80163
80,204,1775,79674
80,205,1764,79886
80,207,1777,80395
80,208,1782,80264
80,209,1770,79916
80,210,1776,80433
80,211,1769,80002
80,212,1780,80342
80,213,1777,80142
80,214,1773,80085
80,215,1779,80287
80,216,1778,80152
80,217,1764,79735
80,218,1769,80063
80,219,1780,80214
80,220,1779,80172
80,221,1769,79985
80,222,1777,80216
80,223,1780,80152
80,224,1622,69587
80,227,1536,63100
80,228,882,33278
80,229,884,33362
80,230,883,33332
80,231,1854,94871
80,237,1696,72818
80,238,1522,58738
80,239,1538,59257
80,240,1520,58698
80,241,886,33316
80,242,883,33275
80,243,1417,60161
80,244,1568,66587
80,245,1561,66607
80,246,619,22615
80,247,966,40047
80,248,954,39731
80,249,973,40184
81,200,1773,80259
81,201,1769,80251
81,202,1777,80382
81,203,1768,80069
81,204,1762,79638
81,205,1755,79869
81,207,1767,80297
81,208,1776,80274
81,209,1766,80017
81,210,1768,80408
81,211,1760,79989
81,212,1774,80298
81,213,1767,80127
81,214,1767,80144
81,215,1773,80243
81,216,1767,80036
81,217,1755,79722
81,218,1764,80063
81,219,1770,80139
81,220,1774,80223
81,221,1761,79995
81,222,1770,80217
81,223,1774,80179
81,224,1621,69721
81,227,1534,63175
81,228,876,33177
81,229,878,33261
81,230,877,33231
81,231,1841,94901
81,237,1682,72765
81,238,1524,58724
81,239,1542,59288
81,240,1521,58667
81,241,880,33208
81,242,877,33174
81,243,1411,60247
81,244,1577,66863
81,245,1564,66763
81,246,616,22610
81,247,965,40114
81,248,954,39841
81,249,970,40213
83,200,1780,80356
83,201,1774,80294
83,202,1783,80453
83,203,1776,80185
83,204,1770,79741
83,205,1761,79918
83,207,1775,80414
83,208,1782,80348
83,209,1770,80025
83,210,1774,80484
83,211,1765,80018
83,212,1780,80375
83,213,1773,80179
83,214,1771,80152
83,215,1779,80320
83,216,1774,80133
83,217,1761,79771
83,218,1769,80142
83,219,1777,80236
83,220,1780,80280
83,221,1768,80062
83,222,1776,80283
83,223,1779,80226
83,224,1615,69624
83,227,1535,63083
83,228,872,33087
83,229,874,33170
83,230,873,33141
83,231,1849,95074
83,237,1685,72781
83,238,1527,58687
83,239,1544,59229
83,240,1523,58608
83,241,876,33118
83,242,873,33083
83,243,1417,60156
83,244,1579,66662
83,245,1576,66813
83,246,618,22608
83,247,967,40057
83,248,954,39744
83,249,973,40175
85,200,1781,80361
85,201,1774,80214
85,202,1786,80420
85,203,1780,80181
85,204,1776,79692
85,205,1765,79904
85,207,1778,80413
85,208,1783,80282
85,209,1771,79934
85,210,1777,80451
85,211,1770,80020
85,212,1781,80360
85,213,1778,80160
85,214,1774,80103
85,215,1780,80305
85,216,1779,80170
85,217,1765,79753
85,218,1770,80081
85,219,1781,80232
85,220,1780,80190
85,221,1770,80003
85,222,1778,80234
85,223,1781,80170
85,224,1623,69617
85,227,1538,63153
85,228,882,33278
85,229,884,33362
85,230,883,33332
85,231,1854,94882
85,237,1697,72851
85,238,1523,58769
85,239,1538,59267
85,240,1521,58728
85,241,886,33316
85,242,883,33275
85,243,1417,60171
85,244,1568,66585
85,245,1561,66605
85,246,619,22615
85,247,966,40050
85,248,954,39734
85,249,973,40187
87,200,1779,80311
87,201,1773,80246
87,202,1782,80411
87,203,1775,80137
87,204,1773,79710
87,205,1761,79902
87,207,1774,80414
87,208,1780,80279
87,209,1770,79999
87,210,1774,80471
87,211,1765,80002
87,212,1779,80330
87,213,1774,80159
87,214,1771,80126
87,215,1778,80275
87,216,1774,80106
87,217,1761,79754
87,218,1766,80084
87,219,1776,80188
87,220,1778,80205
87,221,1769,80066
87,222,1775,80246
87,223,1778,80181
87,224,1627,69787
87,227,1539,63267
87,228,882,33327
87,229,884,33411
87,230,883,33381
87,231,1856,95167
87,237,1691,72901
87,238,1519,58613
87,239,1536,59155
87,240,1516,58557
87,241,886,33358
87,242,883,33324
87,243,1410,60155
87,244,1579,66772
87,245,1576,66926
87,246,617,22584
87,247,967,40059
87,248,953,39695
87,249,972,40159
89,200,1779,80350
89,201,1770,80227
89,202,1782,80450
89,203,1774,80167
89,204,1770,79695
89,205,1760,79905
89,207,1771,80349
89,208,1780,80319
89,209,1768,79995
89,210,1771,80413
89,211,1765,80051
89,212,1778,80344
89,213,1774,80194
89,214,1769,80122
89,215,1777,80294
89,216,1772,80097
89,217,1759,79738
89,218,1767,80107
89,219,1775,80200
89,220,1775,80197
89,221,1765,80019
89,222,1775,80291
89,223,1777,80201
89,224,1620,69686
89,227,1529,63032
89,228,880,33325
89,229,882,33409
89,230,881,33379
89,231,1838,94890
89,237,1682,72744
89,238,1518,58582
89,239,1535,59118
89,240,1516,58538
89,241,884,33356
89,242,881,33322
89,243,1407,60028
89,244,1580,66890
89,245,1566,66811
89,246,615,22532
89,247,957,39847
89,248,947,39559
89,249,963,39962
90,200,1779,80535
90,201,1773,80451
90,202,1784,80651
90,203,1776,80355
90,204,1769,79827
90,205,1761,80104
90,207,1772,80529
90,208,1780,80501
90,209,1766,80117
90,210,1772,80623
90,211,1765,80204
90,212,1779,80534
90,213,1774,80356
90,214,1770,80309
90,215,1778,80479
90,216,1774,80323
90,217,1760,79931
90,218,1768,80304
90,219,1777,80406
90,220,1778,80420
90,221,1766,80207
90,222,1775,80451
90,223,1778,80389
90,224,1618,69742
90,227,1532,63184
90,228,880,33293
90,229,882,33377
90,230,881,33347
90,231,1832,94692
90,237,1678,72777
90,238,1525,58815
90,239,1541,59330
90,240,1523,58771
90,241,884,33324
90,242,881,33290
90,243,1414,60197
90,244,1573,66790
90,245,1569,66906
90,246,611,22505
90,247,965,40115
90,248,955,39833
90,249,972,40252
91,200,598,25643
91,201,595,25673
91,202,595,25533
91,203,592,25490
91,204,587,25379
91,205,598,25621
91,207,599,25695
91,208,594,25530
91,209,597,25674
91,210,600,25801
91,211,600,25656
91,212,599,25669
91,213,596,25586
91,214,597,25673
91,215,601,25668
91,216,593,25514
91,217,600,25677
91,218,595,25613
91,219,593,25502
91,220,600,25608
91,221,593,25563
91,222,594,25556
91,223,595,25539
91,224,550,23287
91,227,583,23734
91,228,501,18624
91,229,500,18614
91,230,500,18614
91,231,718,31984
91,237,545,23691
91,238,526,20932
91,239,527,21006
91,240,526,20995
91,241,502,18628
91,242,502,18646
91,243,457,20526
91,244,546,22997
91,245,547,23076
91,246,339,12860
91,247,699,25258
91,248,695,25130
91,249,702,25276
92,200,1425,57614
92,201,1427,57644
92,202,1422,57553
92,203,1424,57430
92,204,1418,57230
92,205,1435,57635
92,207,1423,57538
92,208,1422,57492
92,209,1432,57621
92,210,1421,57463
92,211,1434,57681
92,212,1426,57583
92,213,1422,57469
92,214,1431,57635
92,215,1427,57582
92,216,1426,57492
92,217,1427,57479
92,218,1424,57466
92,219,1422,57387
92,220,1432,57670
92,221,1432,57628
92,222,1424,57614
92,223,1424,57533
92,224,1317,51870
92,227,1221,46871
92,228,989,39304
92,229,988,39257
92,230,986,39220
92,231,1414,57541
92,237,1310,52008
92,238,1725,77965
92,239,1725,78218
92,240,1723,77936
92,241,983,39018
92,242,979,38991
92,243,1112,42904
92,244,1182,45038
92,245,1180,45070
92,246,661,23473
92,247,849,33206
92,248,839,32960
92,249,854,33283
98,200,1648,71315
98,201,1631,70974
98,202,1644,71167
98,203,1642,71033
98,204,1651,70831
98,205,1648,71287
98,207,1661,71461
98,208,1660,71303
98,209,1642,71004
98,210,1655,71523
98,211,1647,71292
98,212,1648,71330
98,213,1643,71160
98,214,1639,71053
98,215,1649,71258
98,216,1641,71007
98,217,1641,71100
98,218,1651,71190
98,219,1642,71050
98,220,1646,71120
98,221,1630,70842
98,222,1644,71159
98,223,1636,71087
98,224,1491,61473
98,227,1376,55831
98,228,805,30861
98,229,804,30857
98,230,802,30787
98,231,1768,85302
98,237,1573,65342
98,238,1380,53079
98,239,1395,53542
98,240,1380,53132
98,241,803,30729
98,242,798,30695
98,243,1418,60491
98,244,1587,68071
98,245,1585,68198
98,246,574,21280
98,247,888,36471
98,248,883,36249
98,249,894,36542
99,200,1659,72046
99,201,1644,71735
99,202,1658,71985
99,203,1656,71821
99,204,1658,71494
99,205,1655,71943
99,207,1667,72093
99,208,1668,71963
99,209,1652,71696
99,210,1663,72175
99,211,1657,72008
99,212,1658,72030
99,213,1655,71909
99,214,1650,71773
99,215,1660,71986
99,216,1654,71779
99,217,1650,71833
99,218,1661,71893
99,219,1657,71863
99,220,1656,71802
99,221,1638,71489
99,222,1654,71884
99,223,1649,71814
99,224,1502,62367
99,227,1371,56143
99,228,809,31080
99,229,808,31076
99,230,807,31036
99,231,1778,86546
99,237,1576,65865
99,238,1379,53288
99,239,1394,53763
99,240,1383,53347
99,241,807,30948
99,242,803,30938
99,243,1422,61230
99,244,1587,68584
99,245,1585,68719
99,246,581,21407
99,247,891,36980
99,248,885,36738
99,249,897,37056
101,200,1465,62307
101,201,1454,62206
101,202,1466,62274
101,203,1462,62175
101,204,1467,62061
101,205,1459,62096
101,207,1460,62236
101,208,1457,62089
101,209,1460,62138
101,210,1461,62239
101,211,1458,62114
101,212,1465,62342
101,213,1458,62156
101,214,1459,62147
101,215,1465,62321
101,216,1461,62144
101,217,1451,61927
101,218,1458,62114
101,219,1462,62164
101,220,1465,62283
101,221,1454,62129
101,222,1460,62256
101,223,1462,62188
101,224,1358,54990
101,227,1277,50033
101,228,1027,42354
101,229,1026,42311
101,230,1023,42265
101,231,1489,62421
101,237,1387,56485
101,238,1707,80101
101,239,1696,80233
101,240,1699,80063
101,241,1026,42101
101,242,1016,41978
101,243,1161,45798
101,244,1239,48068
101,245,1240,48280
101,246,666,24242
101,247,922,35804
101,248,899,35302
101,249,930,35974
103,200,1717,74916
103,201,1709,74800
103,202,1714,74955
103,203,1714,74636
103,204,1701,74121
103,205,1718,74809
103,207,1714,74704
103,208,1714,74874
103,209,1715,74788
103,210,1716,74938
103,211,1717,74893
103,212,1717,74933
103,213,1719,74794
103,214,1718,74883
103,215,1716,74873
103,216,1710,74601
103,217,1711,74549
103,218,1711,74624
103,219,1714,74636
103,220,1713,74813
103,221,1711,74792
103,222,1706,74712
103,223,1711,74685
103,224,1557,67453
103,227,1405,54695
103,228,851,31112
103,229,851,31134
103,230,849,31074
103,231,1668,71014
103,237,1651,73967
103,238,1409,52707
103,239,1416,52962
103,240,1416,52837
103,241,853,31153
103,242,848,31043
103,243,1215,49187
103,244,1386,54313
103,245,1388,54470
103,246,576,20771
103,247,937,40375
103,248,921,39797
103,249,943,40512
104,200,1729,74694
104,201,1720,74576
104,202,1728,74787
104,203,1722,74395
104,204,1715,73953
104,205,1735,74706
104,207,1729,74546
104,208,1729,74711
104,209,1726,74568
104,210,1727,74715
104,211,1733,74769
104,212,1729,74710
104,213,1731,74576
104,214,1730,74687
104,215,1728,74650
104,216,1719,74381
104,217,1728,74444
104,218,1722,74409
104,219,1723,74415
104,220,1725,74605
104,221,1723,74593
104,222,1719,74513
104,223,1725,74503
104,224,1572,67020
104,227,1415,54435
104,228,857,30900
104,229,857,30922
104,230,854,30842
104,231,1674,70723
104,237,1666,73611
104,238,1423,52504
104,239,1430,52775
104,240,1428,52596
104,241,859,30938
104,242,852,30788
104,243,1205,48411
104,244,1387,53939
104,245,1391,54085
104,246,574,20439
104,247,931,39971
104,248,917,39421
104,249,934,40042
105,200,1612,70768
105,201,1599,70448
105,202,1608,70590
105,203,1603,70404
105,204,1594,69985
105,205,1610,70484
105,207,1611,70614
105,208,1617,70628
105,209,1604,70360
105,210,1614,70769
105,211,1609,70497
105,212,1608,70657
105,213,1607,70610
105,214,1605,70450
105,215,1607,70606
105,216,1603,70441
105,217,1600,70167
105,218,1614,70547
105,219,1603,70420
105,220,1608,70497
105,221,1590,70128
105,222,1612,70685
105,223,1611,70598
105,224,1501,62218
105,227,1397,56262
105,228,833,31317
105,229,831,31337
105,230,830,31290
105,231,1705,83260
105,237,1553,64892
105,238,1373,52675
105,239,1390,53219
105,240,1379,52826
105,241,837,31327
105,242,831,31316
105,243,1363,60093
105,244,1704,77319
105,245,1699,77263
105,246,574,21285
105,247,875,36895
105,248,873,36690
105,249,882,37020
106,200,178,7457
106,201,178,7434
106,202,177,7437
106,203,177,7443
106,204,181,7474
106,205,179,7459
106,207,182,7529
106,208,178,7453
106,209,179,7454
106,210,177,7428
106,211,177,7414
106,212,177,7437
106,213,180,7497
106,214,178,7434
106,215,177,7437
106,216,178,7463
106,217,178,7436
106,218,183,7533
106,219,177,7443
106,220,180,7454
106,221,179,7455
106,222,178,7457
106,223,178,7463
106,224,169,6828
106,227,162,6779
106,228,216,7598
106,229,214,7571
106,230,213,7549
106,231,177,7325
106,237,185,7452
106,238,196,7782
106,239,190,7624
106,240,196,7775
106,241,213,7510
106,242,207,7381
106,243,160,6702
106,244,168,6967
106,245,168,6999
106,246,272,11334
106,247,162,6239
106,248,158,6173
106,249,164,6266
107,200,1343,52964
107,201,1351,53170
107,202,1345,53014
107,203,1341,52867
107,204,1343,52869
107,205,1349,52991
107,207,1344,52999
107,208,1342,52906
107,209,1349,52987
107,210,1348,53122
107,211,1349,53003
107,212,1343,52974
107,213,1339,52923
107,214,1348,53021
107,215,1343,52950
107,216,1341,52870
107,217,1344,52846
107,218,1349,53051
107,219,1341,52856
107,220,1350,53071
107,221,1350,53070
107,222,1343,52984
107,223,1341,52865
107,224,1281,48393
107,227,1097,42536
107,228,912,36253
107,229,911,36225
107,230,909,36193
107,231,1319,52220
107,237,1241,48175
107,238,1541,64649
107,239,1535,64761
107,240,1540,64675
107,241,906,35964
107,242,907,36098
107,243,1042,39671
107,244,1100,41515
107,245,1109,41800
107,246,565,20953
107,247,770,30388
107,248,755,30041
107,249,775,30416
109,200,1419,62723
109,201,1405,62535
109,202,1418,62667
109,203,1414,62432
109,204,1400,62026
109,205,1418,62573
109,207,1407,62494
109,208,1413,62506
109,209,1406,62345
109,210,1414,62681
109,211,1419,62681
109,212,1416,62650
109,213,1416,62537
109,214,1406,62376
109,215,1418,62679
109,216,1412,62411
109,217,1412,62482
109,218,1414,62457
109,219,1413,62422
109,220,1417,62562
109,221,1410,62422
109,222,1419,62728
109,223,1416,62567
109,224,1312,55376
109,227,1210,50202
109,228,923,33782
109,229,920,33783
109,230,921,33786
109,231,1575,79847
109,237,1366,58015
109,238,1199,46722
109,239,1211,47208
109,240,1204,46863
109,241,918,33621
109,242,920,33707
109,243,1171,50337
109,244,1321,55237
109,245,1323,55461
109,246,521,19760
109,247,1044,40084
109,248,1030,39747
109,249,1046,40126
111,200,311,9438
111,201,313,9474
111,202,312,9463
111,203,309,9418
111,204,313,9486
111,205,311,9452
111,207,312,9451
111,208,312,9471
111,209,311,9452
111,210,312,9479
111,211,311,9458
111,212,311,9438
111,213,313,9479
111,214,311,9452
111,215,310,9418
111,216,309,9412
111,217,312,9478
111,218,309,9419
111,219,309,9418
111,220,311,9435
111,221,312,9471
111,222,314,9504
111,223,312,9456
111,224,277,8139
111,227,275,8028
111,228,231,7081
111,229,230,7057
111,230,230,7057
111,231,306,9208
111,237,289,8612
111,238,304,9079
111,239,302,9024
111,240,303,9057
111,241,230,7059
111,242,231,7051
111,243,257,7657
111,244,281,8364
111,245,281,8381
111,246,654,20325
111,247,161,5003
111,248,161,5008
111,249,161,5007
113,200,339,14794
113,201,333,14713
113,202,334,14692
113,203,334,14692
113,204,338,14787
113,205,334,14727
113,207,333,14725
113,208,334,14692
113,209,333,14712
113,210,332,14687
113,211,333,14708
113,212,337,14753
113,213,336,14733
113,214,334,14734
113,215,339,14773
113,216,334,14692
113,217,337,14788
113,218,336,14738
113,219,334,14692
113,220,336,14693
113,221,333,14708
113,222,335,14712
113,223,334,14690
113,224,342,13880
113,227,318,13929
113,228,348,13386
113,229,348,13435
113,230,346,13392
113,231,336,14776
113,237,327,13941
113,238,321,14293
113,239,325,14385
113,240,318,14263
113,241,351,13413
113,242,348,13437
113,243,291,12907
113,244,296,13334
113,245,300,13442
113,246,699,29367
113,247,456,16695
113,248,453,16706
113,249,459,16682
114,200,861,32408
114,201,861,32442
114,202,857,32314
114,203,857,32301
114,204,852,32102
114,205,861,32406
114,207,861,32365
114,208,859,32334
114,209,858,32367
114,210,860,32315
114,211,864,32513
114,212,860,32385
114,213,857,32306
114,214,858,32367
114,215,861,32384
114,216,855,32255
114,217,860,32430
114,218,855,32175
114,219,857,32297
114,220,862,32326
114,221,856,32301
114,222,858,32336
114,223,856,32285
114,224,809,29575
114,227,805,29432
114,228,1606,117829
114,229,1611,117972
114,230,1603,118024
114,231,845,31587
114,237,797,29577
114,238,983,37776
114,239,983,38033
114,240,981,37832
114,241,1641,117232
114,242,1628,117647
114,243,633,24438
114,244,697,26453
114,245,705,26732
114,246,458,16333
114,247,636,23205
114,248,620,22916
114,249,638,23181
115,200,889,33389
115,201,889,33420
115,202,887,33336
115,203,887,33327
115,204,872,32919
115,205,892,33454
115,207,891,33389
115,208,887,33318
115,209,887,33365
115,210,891,33395
115,211,893,33509
115,212,889,33386
115,213,887,33321
115,214,890,33425
115,215,890,33385
115,216,886,33302
115,217,889,33428
115,218,885,33231
115,219,888,33353
115,220,891,33330
115,221,886,33330
115,222,887,33344
115,223,884,33268
115,224,828,30338
115,227,830,29959
115,228,374,139517
115,229,374,139809
115,230,349,139649
115,231,872,32667
115,237,828,30622
115,238,1005,38651
115,239,1002,38872
115,240,1000,38648
115,241,499,139273
115,242,455,139273
115,243,652,24966
115,244,725,27442
115,245,735,27764
115,246,474,16668
115,247,651,23765
115,248,634,23430
115,249,653,23729
116,200,1542,66526
116,201,1532,66393
116,202,1538,66429
116,203,1542,66359
116,204,1524,65810
116,205,1538,66394
116,207,1533,66451
116,208,1533,66274
116,209,1537,66288
116,210,1529,66332
116,211,1541,66545
116,212,1541,66503
116,213,1537,66450
116,214,1539,66396
116,215,1541,66492
116,216,1542,66353
116,217,1535,66323
116,218,1534,66389
116,219,1543,66400
116,220,1539,66494
116,221,1535,66363
116,222,1533,66426
116,223,1545,66502
116,224,1419,58514
116,227,1318,53482
116,228,946,36903
116,229,943,36855
116,230,940,36797
116,231,1596,68108
116,237,1448,59829
116,238,1580,66765
116,239,1582,67109
116,240,1578,66877
116,241,941,36650
116,242,930,36547
116,243,1236,48490
116,244,1253,49749
116,245,1256,49897
116,246,682,24951
116,247,960,37403
116,248,940,36911
116,249,966,37504
122,200,656,30503
122,201,655,30541
122,202,655,30477
122,203,654,30403
122,204,648,30432
122,205,657,30523
122,207,658,30547
122,208,658,30491
122,209,656,30478
122,210,658,30569
122,211,653,30438
122,212,655,30483
122,213,658,30550
122,214,656,30503
122,215,657,30502
122,216,657,30480
122,217,650,30274
122,218,656,30492
122,219,654,30407
122,220,657,30530
122,221,648,30363
122,222,654,30444
122,223,654,30484
122,224,662,29343
122,227,580,26105
122,228,419,17333
122,229,419,17343
122,230,418,17322
122,231,615,32886
122,237,623,29036
122,238,590,25284
122,239,591,25429
122,240,593,25358
122,241,420,17314
122,242,417,17304
122,243,644,33543
122,244,659,29736
122,245,664,29842
122,246,293,12368
122,247,782,29419
122,248,780,29182
122,249,785,29439
125,200,1537,64198
125,201,1531,64141
125,202,1538,64127
125,203,1542,64104
125,204,1535,64093
125,205,1529,63894
125,207,1547,64307
125,208,1537,64033
125,209,1537,64072
125,210,1544,64430
125,211,1534,64005
125,212,1539,64290
125,213,1543,64263
125,214,1540,64150
125,215,1539,64306
125,216,1546,64219
125,217,1527,63822
125,218,1545,64375
125,219,1545,64206
125,220,1539,64192
125,221,1535,64189
125,222,1534,64192
125,223,1543,64227
125,224,1435,56899
125,227,1268,50492
125,228,889,32685
125,229,888,32669
125,230,885,32593
125,231,1602,66052
125,237,1474,59549
125,238,1465,58270
125,239,1473,58677
125,240,1467,58238
125,241,885,32586
125,242,885,32590
125,243,1199,46771
125,244,1290,49624
125,245,1288,49730
125,246,587,21984
125,247,870,34645
125,248,846,34353
125,249,872,34703
127,200,1636,68319
127,201,1631,68028
127,202,1635,68203
127,203,1638,68102
127,204,1640,67917
127,205,1641,68093
127,207,1629,68047
127,208,1645,68190
127,209,1633,67884
127,210,1640,68403
127,211,1634,68027
127,212,1634,68251
127,213,1633,68100
127,214,1632,67964
127,215,1636,68260
127,216,1641,68205
127,217,1631,67941
127,218,1639,68096
127,219,1639,68126
127,220,1642,68145
127,221,1612,67569
127,222,1635,68210
127,223,1636,68155
127,224,1507,59968
127,227,1367,54424
127,228,809,29962
127,229,807,29964
127,230,806,29938
127,231,1789,81102
127,237,1560,63131
127,238,1362,50613
127,239,1369,50909
127,240,1358,50533
127,241,814,30022
127,242,809,29989
127,243,1416,58611
127,244,1720,73101
127,245,1721,73109
127,246,555,20615
127,247,883,35934
127,248,880,35857
127,249,885,35986
128,200,885,32972
128,201,886,33006
128,202,881,32884
128,203,883,32901
128,204,874,32649
128,205,886,32986
128,207,881,32933
128,208,884,32931
128,209,884,32954
128,210,884,32986
128,211,888,33054
128,212,884,32950
128,213,881,32883
128,214,886,32994
128,215,885,32946
128,216,882,32877
128,217,885,32996
128,218,879,32867
128,219,883,32897
128,220,890,32960
128,221,882,32914
128,222,883,32932
128,223,883,32919
128,224,822,29913
128,227,840,30036
128,228,1736,108441
128,229,1738,108551
128,230,1737,108584
128,231,882,32537
128,237,827,30268
128,238,998,37617
128,239,1002,37945
128,240,995,37624
128,241,1757,107765
128,242,1744,108128
128,243,653,24841
128,244,706,26715
128,245,712,27000
128,246,465,16493
128,247,645,23387
128,248,632,23178
128,249,648,23388
131,200,1161,153872
131,201,1171,154085
131,202,1163,153987
131,203,1208,153186
131,204,1264,152333
131,205,1192,153499
131,207,1157,153663
131,208,1170,153994
131,209,1190,153911
131,210,1163,154031
131,211,1170,153879
131,212,1165,153759
131,213,1173,154121
131,214,1167,153821
131,215,1166,153687
131,216,1210,153141
131,217,1179,153318
131,218,1217,153559
131,219,1208,153183
131,220,1180,153750
131,221,1183,153835
131,222,1149,153836
131,223,1179,153805
131,224,1651,70949
131,227,1460,59602
131,228,893,33465
131,229,894,33510
131,230,891,33442
131,231,1735,77950
131,237,1685,74026
131,238,1469,57037
131,239,1484,57495
131,240,1473,57100
131,241,890,33321
131,242,889,33310
131,243,1311,53662
131,244,1481,58787
131,245,1484,58968
131,246,617,22587
131,247,969,40807
131,248,947,40197
131,249,976,40928
132,200,1165,153201
132,201,1166,153025
132,202,1167,153364
132,203,1196,152323
132,204,1262,151465
132,205,1198,152803
132,207,1181,153187
132,208,1172,152973
132,209,1186,153019
132,210,1170,153299
132,211,1180,153277
132,212,1156,152963
